DISTRICT,LOCATION,LONGITUDE,LATITUDE,pH,EC,CO3,HCO3,Cl,SO4,NO3,F,PO4,Ca,Mg,Na,K,SiO2,TH,SAR_VALUE,RSC_VALUE
Fazilka,Nihal Khera,74.1385,30.2348,8.28,820,0,366.1,47.1,85.0,2.0,0.73,0,21.0,55.6,63.0,37.0,,281.0246,1.439647476,0.3
Fazilka,Alamgarh,74.1576,30.1269,7.97,2433,0,414.9,289.6,494.0,98.0,0.59,0,71.0,91.1,214.0,260.0,,551.641,3.361648196,-4.3
Fazilka,Bananwala,74.3074,30.3805,8.12,2075,0,305.1,309.8,450.0,12.0,0.80,0,75.0,93.6,265.0,17.0,,572.4576,4.08175642,-6.5
Fazilka,Kundal,74.2682,30.2164,8.45,302,24,73.2,20.2,30.0,2.3,0.47,0,25.0,12.6,22.0,4.3,,114.4915,0.71756088,-0.3
Fazilka,Abohar,74.1901,30.148,7.95,8768,0,366.1,1293.2,2320.0,160.0,0.88,0,167.0,194.8,1565.0,44.0,,1217.773,16.4554611,-18.6
Fazilka,Sitogano,74.3602,30.029,8.02,5320,0,463.8,599.5,1560.0,36.0,1.90,0,88.0,136.6,955.0,25.0,,780.624,12.74466697,-8.2
Mansa,Jheriawali,75.2588,29.8726,7.95,2900,0,219.7,471.5,687.0,14.7,0.55,0,117.0,96.1,405.0,9.4,,686.9491,5.548726185,-10.3
Hoshiarpur,Baghorra,76.011494,31.3607733,8.08,495,0,329.5,13.5,15.0,1.4,0.40,0,29.0,43.0,22.0,10.0,,249.7997,0.518544973,0.4
Hoshiarpur,Bassi Ballo,75.869,31.655,8.16,336,0,244.1,13.5,0.0,7.8,0.43,0,46.0,10.1,30.0,4.9,,156.1248,0.801068805,0.9
Hoshiarpur,Kaloya,75.686818,31.64148,8.25,393,0,268.5,13.5,0.0,0.0,0.48,0,33.0,20.2,30.0,11.0,,166.5331,0.822612746,1.1
